Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio750,17,13,101549,9,11,25,16,21,2014,GSM,Porto5,Porto3,1
Navio751,27,11,60692,15,17,17,13,81,2021,CNTR,Porto5,Porto5,1
Navio752,44,11,103091,11,14,32,5,45,2005,GS,Porto3,Porto3,0
Navio753,24,13,82116,9,12,14,18,27,2012,GLP,Porto1,Porto3,1
Navio754,23,16,133407,14,16,13,6,114,2002,CG,Porto5,Porto2,0
Navio755,20,13,91793,16,9,34,19,82,1998,CG,Porto5,Porto3,0
Navio756,58,9,196936,10,19,17,9,47,2001,CG,Porto3,Porto5,0
Navio757,16,16,60504,15,18,19,14,42,2003,GL,Porto1,Porto2,0
Navio758,58,8,175545,16,12,19,5,75,2012,GS,Porto2,Porto2,0
Navio759,30,7,160524,17,13,30,17,115,2000,GL,Porto1,Porto5,0
Navio760,27,17,199967,14,12,33,17,14,2014,GSM,Porto4,Porto5,0
Navio761,27,8,79449,17,18,17,14,91,2017,CNTR,Porto5,Porto2,1
Navio762,36,17,60483,16,10,30,16,102,2021,GSM,Porto3,Porto2,1
Navio763,33,15,53254,13,18,21,15,69,2021,CG,Porto1,Porto2,1
Navio764,40,11,72307,8,18,16,9,105,2010,GS,Porto3,Porto5,1
Navio765,28,14,159015,8,14,23,18,91,2003,CG,Porto4,Porto1,0
Navio766,45,14,136306,17,11,12,9,46,2006,GSM,Porto2,Porto4,1
Navio767,43,14,175111,12,17,17,7,74,2005,GSM,Porto2,Porto4,0
Navio768,59,8,166216,14,10,13,13,119,2016,GL,Porto5,Porto3,0
Navio769,56,8,158890,8,10,22,7,93,2010,GSM,Porto1,Porto5,0
Navio770,36,16,108626,19,11,10,6,35,2001,GSM,Porto4,Porto2,0
Navio771,21,17,150362,17,8,33,10,39,1998,GLP,Porto1,Porto1,0
Navio772,51,17,63628,12,19,15,12,17,2015,CNTR,Porto1,Porto3,0
Navio773,55,14,144916,10,8,33,10,100,2016,GSM,Porto3,Porto3,1
Navio774,41,10,190594,10,14,10,9,16,2021,CG,Porto5,Porto2,0
Navio775,45,7,35994,12,12,13,19,41,2014,GLP,Porto5,Porto5,1
Navio776,20,7,40787,15,11,20,17,69,2007,GS,Porto1,Porto4,1
Navio777,30,16,46359,9,8,27,11,119,2000,GS,Porto1,Porto1,0
Navio778,52,6,79507,19,19,26,10,77,2001,GLP,Porto4,Porto2,0
Navio779,52,16,86385,17,8,18,8,14,2008,GLP,Porto1,Porto1,1
Navio780,46,17,76740,14,16,28,13,11,2007,GSM,Porto5,Porto5,1
Navio781,47,8,35349,12,16,30,14,86,2000,CG,Porto3,Porto5,0
Navio782,31,16,174174,14,17,25,12,18,2006,GL,Porto4,Porto3,0
Navio783,47,7,135826,18,10,20,18,73,2010,CG,Porto3,Porto2,1
Navio784,25,13,193931,16,19,29,19,43,2014,CG,Porto1,Porto3,0
Navio785,27,6,159086,14,12,15,15,43,2016,CG,Porto4,Porto3,0
Navio786,44,16,89454,17,18,23,19,39,2002,GSM,Porto3,Porto1,0
Navio787,15,8,169761,10,12,13,5,39,2018,GLP,Porto4,Porto2,0
Navio788,44,15,146987,15,17,14,10,96,2008,CG,Porto2,Porto2,1
Navio789,41,17,171902,12,18,13,13,73,2011,CG,Porto2,Porto5,0
Navio790,54,9,133274,8,19,13,11,35,2011,CG,Porto5,Porto4,0
Navio791,37,10,45707,9,16,17,19,103,2012,GSM,Porto4,Porto2,1
Navio792,34,15,144409,14,13,32,11,66,1998,GSM,Porto4,Porto3,0
Navio793,20,16,193625,12,16,20,14,77,2019,GL,Porto5,Porto2,0
Navio794,51,17,131031,19,10,30,10,116,2009,CNTR,Porto2,Porto4,0
Navio795,34,9,40732,8,14,18,12,101,2013,GS,Porto4,Porto1,1
Navio796,51,6,151956,8,14,18,19,50,2014,CG,Porto5,Porto5,1
Navio797,20,6,78781,10,19,27,16,118,2006,GLP,Porto5,Porto5,0
Navio798,43,12,69168,18,8,27,14,23,2015,GS,Porto4,Porto2,1
Navio799,27,10,40058,18,18,15,6,100,2010,GL,Porto2,Porto1,1
Navio800,41,9,163853,15,18,26,16,54,2006,GS,Porto3,Porto2,0
Navio801,34,9,161918,14,9,30,5,34,2014,CNTR,Porto2,Porto5,0
Navio802,27,7,96688,14,13,32,5,108,2000,GS,Porto4,Porto1,0
Navio803,53,6,180784,15,11,13,19,58,2003,CG,Porto4,Porto2,0
Navio804,22,13,167312,15,11,28,7,35,2001,GL,Porto4,Porto5,0
Navio805,31,14,46139,8,12,13,16,70,2011,GSM,Porto2,Porto2,1
Navio806,44,17,52557,17,18,26,10,47,2006,GLP,Porto3,Porto3,1
Navio807,15,12,152245,19,9,31,13,41,2008,GL,Porto3,Porto4,0
Navio808,38,17,116713,12,10,10,5,25,2013,CNTR,Porto5,Porto3,1
Navio809,30,8,39502,9,12,25,11,96,2021,CG,Porto5,Porto1,1
Navio810,25,14,57410,12,16,12,8,107,2022,GLP,Porto1,Porto3,1
Navio811,18,14,198554,17,9,21,12,21,2004,GL,Porto1,Porto5,0
Navio812,18,15,54592,13,11,28,17,112,2002,GSM,Porto1,Porto5,0
Navio813,31,12,187559,17,8,34,10,112,2018,CNTR,Porto1,Porto2,0
Navio814,24,10,105785,8,15,34,5,27,2021,GSM,Porto3,Porto3,1
Navio815,35,7,113849,14,16,10,8,38,2013,GS,Porto4,Porto1,1
Navio816,52,14,186748,12,19,23,12,53,2005,CG,Porto3,Porto4,0
Navio817,32,11,100887,12,10,18,17,30,2018,GL,Porto3,Porto3,1
Navio818,24,10,56524,19,9,33,19,118,2017,CNTR,Porto5,Porto1,0
Navio819,59,9,48166,9,14,11,9,46,2007,GSM,Porto3,Porto3,1
Navio820,30,17,73641,19,16,25,19,18,2018,CNTR,Porto1,Porto3,0
Navio821,53,11,123595,15,10,16,11,57,2012,GLP,Porto5,Porto2,1
Navio822,29,13,171163,19,19,16,13,15,2021,GS,Porto1,Porto5,0
Navio823,48,12,58825,19,18,22,7,40,2020,GL,Porto5,Porto4,0
Navio824,19,16,101636,18,16,28,6,70,2000,GL,Porto5,Porto4,0
Navio825,31,17,52639,8,9,28,15,61,2021,GS,Porto2,Porto3,1
Navio826,51,12,117628,9,15,27,7,57,2002,GL,Porto5,Porto2,0
Navio827,22,15,47944,10,17,29,13,61,2011,CNTR,Porto2,Porto3,1
Navio828,38,9,181301,18,19,15,16,12,2015,GSM,Porto4,Porto3,0
Navio829,42,9,43346,18,18,24,8,94,2016,GL,Porto1,Porto1,1
Navio830,22,8,111996,18,12,31,17,98,2020,CG,Porto3,Porto2,1
Navio831,37,13,164699,18,17,12,15,118,2002,GSM,Porto4,Porto1,0
Navio832,49,9,71935,16,12,11,11,23,2016,GSM,Porto3,Porto3,1
Navio833,45,15,39019,15,18,16,19,72,2021,GL,Porto1,Porto4,1
Navio834,31,15,131653,18,10,28,6,93,2017,GS,Porto3,Porto3,1
Navio835,42,11,168737,17,12,19,17,43,2011,CG,Porto5,Porto4,0
Navio836,26,15,36508,16,15,15,12,48,1998,GS,Porto4,Porto1,0
Navio837,38,14,179004,8,11,27,14,102,2005,GSM,Porto2,Porto3,0
Navio838,29,9,160146,8,12,14,17,90,2015,GS,Porto3,Porto3,0
Navio839,54,17,87989,19,15,29,8,29,2000,GLP,Porto4,Porto1,0
Navio840,45,16,144452,8,8,29,5,46,2022,GLP,Porto2,Porto4,1
Navio841,41,14,31660,10,12,11,10,25,2012,CNTR,Porto1,Porto1,1
Navio842,49,11,192463,14,12,31,14,47,2018,CG,Porto1,Porto3,0
Navio843,32,17,191299,16,19,14,13,112,1998,CNTR,Porto4,Porto2,0
Navio844,50,15,36741,11,16,29,17,20,2021,GL,Porto2,Porto3,1
Navio845,22,6,32863,15,18,29,12,115,2022,GL,Porto4,Porto1,1
Navio846,52,13,163114,11,15,17,18,61,2009,CG,Porto4,Porto3,0
Navio847,19,6,193908,11,16,34,10,29,2012,GL,Porto2,Porto4,0
Navio848,28,7,51705,13,13,14,17,63,2012,GL,Porto5,Porto4,1
Navio849,52,12,141535,13,18,29,18,51,2011,CG,Porto3,Porto3,1
Navio850,34,12,54480,12,14,25,11,116,2010,CG,Porto3,Porto2,1
Navio851,58,17,134394,16,19,12,13,19,2002,GL,Porto3,Porto1,0
Navio852,23,16,50955,18,10,22,8,87,2006,GSM,Porto4,Porto1,1
Navio853,47,10,64064,17,19,30,14,83,2011,GLP,Porto3,Porto2,0
Navio854,32,16,31762,10,16,15,11,39,2019,CG,Porto4,Porto1,1
Navio855,20,11,178508,19,16,13,5,75,2015,GSM,Porto4,Porto5,0
Navio856,51,13,108108,16,16,30,17,65,2015,GL,Porto2,Porto1,1
Navio857,16,16,196513,13,8,30,14,93,2021,CNTR,Porto1,Porto2,0
Navio858,44,17,37013,15,8,19,19,106,2006,CNTR,Porto2,Porto5,1
Navio859,20,12,40841,13,9,27,10,44,2007,GS,Porto5,Porto2,1
Navio860,31,6,113077,12,8,29,6,68,2017,GL,Porto3,Porto1,1
Navio861,53,7,117459,12,13,27,15,40,2006,CG,Porto2,Porto1,1
Navio862,55,16,88059,15,16,34,14,63,2011,GSM,Porto2,Porto5,1
Navio863,37,17,90088,16,19,21,8,46,2008,GS,Porto2,Porto4,0
Navio864,45,17,86581,16,11,12,5,36,2018,CNTR,Porto5,Porto2,1
Navio865,34,12,111845,13,8,21,8,50,2013,GL,Porto5,Porto3,1
Navio866,19,12,91889,14,12,34,7,10,2006,GLP,Porto3,Porto2,1
Navio867,35,10,149272,14,10,21,16,27,2005,GL,Porto1,Porto5,0
Navio868,57,8,82378,11,9,11,6,68,2004,GS,Porto3,Porto2,0
Navio869,25,8,102988,19,17,32,6,105,2002,CG,Porto1,Porto4,0
Navio870,18,16,63767,14,16,27,6,97,1999,GSM,Porto1,Porto2,0
Navio871,37,10,179927,8,17,11,12,42,2008,GS,Porto5,Porto2,0
Navio872,52,16,62873,19,12,11,13,27,2019,CNTR,Porto5,Porto2,0
Navio873,44,10,151519,13,18,30,17,81,2000,GSM,Porto2,Porto3,0
Navio874,56,9,44445,14,9,30,19,17,2000,GLP,Porto3,Porto4,0
Navio875,55,7,60624,17,14,17,19,63,2013,GLP,Porto1,Porto5,1
Navio876,32,6,84710,13,9,10,9,26,2002,CG,Porto1,Porto4,0
Navio877,55,12,65200,12,10,22,7,116,2002,GL,Porto1,Porto2,0
Navio878,57,12,120379,19,11,27,8,40,2000,CNTR,Porto2,Porto5,0
Navio879,45,6,136675,19,8,17,17,40,2019,GL,Porto5,Porto4,0
Navio880,44,15,79763,11,12,22,13,44,2000,GS,Porto5,Porto4,0
Navio881,48,14,185418,8,13,33,12,35,2016,CNTR,Porto2,Porto3,0
Navio882,45,15,62271,13,18,16,6,92,2010,GL,Porto3,Porto3,1
Navio883,52,11,53025,9,11,12,15,83,2003,CG,Porto3,Porto4,0
Navio884,39,8,120844,13,16,19,14,92,2019,GLP,Porto2,Porto5,1
Navio885,31,15,94362,19,15,28,13,30,2017,GL,Porto5,Porto2,0
Navio886,50,14,92324,9,19,22,11,67,2019,GSM,Porto3,Porto2,0
Navio887,54,10,55670,9,16,28,14,86,2014,CNTR,Porto1,Porto3,1
Navio888,44,10,57384,16,17,17,13,25,2001,GS,Porto1,Porto2,0
Navio889,16,6,155023,19,18,27,16,95,2007,GS,Porto5,Porto5,0
Navio890,38,16,145714,15,16,24,5,52,2004,GSM,Porto2,Porto1,0
Navio891,23,17,160321,17,18,16,16,48,2009,CNTR,Porto2,Porto3,0
Navio892,15,8,107042,19,10,33,8,31,2013,GS,Porto3,Porto2,0
Navio893,38,11,142800,11,13,16,16,21,1998,GS,Porto5,Porto4,0
Navio894,52,13,97809,13,11,12,6,79,2016,GSM,Porto5,Porto1,1
Navio895,41,13,196468,10,15,27,6,95,2003,GL,Porto3,Porto5,0
Navio896,40,7,48270,14,14,23,6,96,2004,GLP,Porto5,Porto5,0
Navio897,40,9,102964,11,11,34,7,117,2012,GLP,Porto5,Porto3,1
Navio898,21,8,190763,16,13,29,7,100,2009,CNTR,Porto3,Porto1,0
Navio899,39,6,179839,12,19,26,18,27,2003,GL,Porto5,Porto2,0
Navio900,30,9,158371,16,13,18,18,82,2008,GL,Porto3,Porto3,0
Navio901,52,8,42560,8,12,19,9,27,2021,GS,Porto4,Porto1,1
Navio902,56,8,79853,16,11,17,7,31,2005,CNTR,Porto2,Porto5,0
Navio903,32,16,85470,18,10,28,14,61,2021,GSM,Porto2,Porto4,1
Navio904,31,8,84382,12,9,29,15,12,2022,GSM,Porto5,Porto5,1
Navio905,58,9,114256,8,17,11,15,68,2015,GSM,Porto1,Porto4,1
Navio906,20,11,153111,13,14,29,15,68,2014,CNTR,Porto1,Porto3,1
Navio907,34,16,175303,13,18,31,17,58,2022,CG,Porto2,Porto1,0
Navio908,37,7,99309,10,8,30,16,51,2016,GLP,Porto1,Porto3,1
Navio909,26,13,132233,12,8,21,14,39,2021,GS,Porto3,Porto3,1
Navio910,26,16,128568,16,14,13,14,99,2019,GS,Porto3,Porto2,1
Navio911,48,11,90251,16,11,12,12,93,2016,GS,Porto4,Porto5,1
Navio912,22,17,80176,19,17,32,18,106,2009,GSM,Porto1,Porto5,0
Navio913,41,9,30163,12,16,10,9,86,2022,GSM,Porto2,Porto4,1
Navio914,22,16,151882,9,11,34,5,59,2004,GLP,Porto4,Porto1,0
Navio915,47,16,167071,16,19,24,16,57,2012,GSM,Porto5,Porto3,0
Navio916,51,15,65764,16,11,10,12,48,2013,GS,Porto3,Porto4,1
Navio917,33,17,177434,16,18,18,12,54,2021,GLP,Porto2,Porto2,0
Navio918,38,9,72646,19,15,14,9,91,2003,CG,Porto2,Porto2,0
Navio919,36,17,197553,11,17,29,6,39,1999,CG,Porto1,Porto2,0
Navio920,17,6,161331,11,12,32,15,78,2019,GS,Porto2,Porto5,0
Navio921,23,12,166308,10,19,34,17,32,2011,GL,Porto5,Porto2,0
Navio922,25,9,87508,18,16,30,11,88,2018,GSM,Porto1,Porto1,1
Navio923,20,12,76100,17,14,28,13,46,2000,GSM,Porto1,Porto3,0
Navio924,53,17,114101,13,14,30,17,59,2000,GLP,Porto4,Porto2,0
Navio925,53,15,153903,15,15,15,5,90,2009,CG,Porto1,Porto3,1
Navio926,51,11,123267,13,10,17,18,89,2000,GLP,Porto4,Porto4,0
Navio927,16,7,75797,16,13,12,9,41,2020,GLP,Porto5,Porto5,1
Navio928,51,15,189571,15,12,29,10,27,1999,CNTR,Porto2,Porto2,0
Navio929,20,9,110734,17,19,11,13,74,2017,CG,Porto5,Porto1,0
Navio930,20,17,47054,8,18,23,17,25,2007,GLP,Porto1,Porto2,1
Navio931,53,9,113161,10,19,32,11,76,2020,GS,Porto2,Porto2,0
Navio932,50,15,175287,15,18,20,5,103,2021,GL,Porto2,Porto4,0
Navio933,39,16,79066,11,8,27,5,113,2022,CNTR,Porto3,Porto1,1
Navio934,30,13,70452,18,13,16,19,55,2001,GLP,Porto5,Porto2,0
Navio935,35,14,108747,13,17,31,17,68,1999,GL,Porto4,Porto1,0
Navio936,24,10,198140,9,14,10,12,44,2022,CNTR,Porto5,Porto5,0
Navio937,19,13,45983,13,14,17,6,87,2017,GSM,Porto5,Porto1,1
Navio938,39,16,95276,9,19,33,17,60,2010,GSM,Porto2,Porto4,0
Navio939,45,14,189413,9,19,15,14,104,2005,GL,Porto5,Porto1,0
Navio940,17,15,198174,10,16,20,5,77,2003,GSM,Porto5,Porto1,0
Navio941,34,10,91066,12,18,19,10,107,2018,GLP,Porto5,Porto5,1
Navio942,18,7,65571,11,13,11,17,64,2004,CNTR,Porto3,Porto5,0
Navio943,28,11,54619,9,10,10,19,109,2002,CG,Porto2,Porto3,0
Navio944,26,16,89142,19,11,13,13,69,2017,CG,Porto4,Porto1,0
Navio945,28,6,63479,17,15,18,6,29,2003,GS,Porto1,Porto2,0
Navio946,51,9,77616,9,17,22,17,14,2013,CNTR,Porto2,Porto5,1
Navio947,32,12,186211,10,11,13,9,85,2005,GS,Porto3,Porto5,0
Navio948,41,9,112594,16,13,12,17,60,2013,GL,Porto4,Porto4,1
Navio949,21,6,94352,9,18,27,16,47,2000,GL,Porto1,Porto1,0
Navio950,49,9,93175,15,9,11,18,88,2011,GLP,Porto2,Porto1,1
Navio951,36,16,137282,16,9,18,6,57,2022,GL,Porto1,Porto1,1
Navio952,35,12,46386,10,8,16,13,86,2019,CG,Porto3,Porto4,1
Navio953,57,15,54230,17,12,11,5,112,2021,GLP,Porto5,Porto2,1
Navio954,32,11,98876,14,17,21,17,52,2013,CNTR,Porto1,Porto2,1
Navio955,52,17,156024,13,19,26,7,59,2009,GSM,Porto2,Porto2,0
Navio956,40,7,113715,9,18,23,15,38,2017,GSM,Porto3,Porto3,1
Navio957,36,13,111293,17,19,23,16,94,2014,CNTR,Porto3,Porto4,0
Navio958,51,17,64778,14,18,24,13,106,2009,GL,Porto3,Porto4,1
Navio959,19,9,165299,17,11,26,17,117,2000,CNTR,Porto5,Porto3,0
Navio960,49,10,85700,19,11,13,16,16,2022,GL,Porto5,Porto1,0
Navio961,26,17,67690,10,12,34,9,88,2019,CG,Porto2,Porto2,1
Navio962,49,13,154930,13,18,23,5,111,2015,GL,Porto3,Porto5,1
Navio963,48,6,99178,14,11,16,15,66,2020,GL,Porto4,Porto2,1
Navio964,34,9,183170,19,17,28,18,66,2022,CNTR,Porto3,Porto4,0
Navio965,26,11,40553,9,13,34,14,55,1999,GLP,Porto2,Porto3,0
Navio966,48,12,78811,13,16,11,14,12,2017,GSM,Porto3,Porto3,1
Navio967,40,17,103194,16,9,18,12,62,2005,GL,Porto3,Porto4,0
Navio968,48,17,188941,12,18,24,17,83,2009,CNTR,Porto4,Porto4,0
Navio969,46,12,76159,14,17,28,12,37,1998,GS,Porto2,Porto3,0
Navio970,21,13,70025,13,11,19,8,103,2016,GL,Porto3,Porto4,1
Navio971,40,10,177949,14,8,17,11,44,2014,GSM,Porto5,Porto2,0
Navio972,39,17,172325,8,14,34,6,15,2003,CG,Porto1,Porto3,0
Navio973,53,13,35400,10,12,22,16,66,2018,CNTR,Porto4,Porto3,1
Navio974,31,8,198292,13,15,19,19,34,2008,GL,Porto4,Porto5,0
Navio975,38,6,106476,14,14,26,13,52,2019,GS,Porto2,Porto2,1
Navio976,41,7,30889,10,13,11,9,55,2004,GLP,Porto5,Porto2,0
Navio977,18,12,60141,17,14,27,10,84,2021,CG,Porto5,Porto1,1
Navio978,41,11,149885,9,8,11,8,119,2014,GS,Porto5,Porto5,1
Navio979,44,15,170812,12,15,28,17,22,2005,GSM,Porto2,Porto4,0
Navio980,17,10,174070,16,15,34,6,14,2021,GL,Porto2,Porto3,0
Navio981,20,14,129441,16,9,25,15,107,2018,GL,Porto2,Porto5,1
Navio982,22,13,114529,11,8,24,13,110,2006,GS,Porto3,Porto1,1
Navio983,30,14,164259,15,18,17,14,46,2022,GLP,Porto3,Porto1,0
Navio984,29,12,148499,18,19,16,10,103,2008,GS,Porto4,Porto2,0
Navio985,50,7,89789,10,19,27,12,48,2018,CNTR,Porto4,Porto3,0
Navio986,54,10,30075,17,10,18,9,84,2001,GS,Porto1,Porto1,0
Navio987,22,16,49473,9,19,25,8,52,2001,CNTR,Porto1,Porto4,0
Navio988,53,14,189191,18,14,11,12,45,1999,CNTR,Porto4,Porto2,0
Navio989,44,11,161402,19,14,17,19,108,2004,CNTR,Porto1,Porto5,0
Navio990,26,7,36772,9,15,30,19,68,2000,GL,Porto3,Porto3,0
Navio991,18,12,180773,9,12,18,19,86,2002,GS,Porto4,Porto2,0
Navio992,28,16,47254,14,11,18,9,31,2020,GSM,Porto2,Porto5,1
Navio993,39,8,110304,11,11,30,16,80,2007,GS,Porto5,Porto1,1
Navio994,19,16,68365,14,13,10,9,105,2012,GS,Porto2,Porto1,1
Navio995,37,17,157769,13,9,33,19,22,2000,GLP,Porto1,Porto2,0
Navio996,44,13,137043,12,8,19,5,52,2003,GS,Porto2,Porto1,0
Navio997,53,16,178416,10,19,12,12,76,2006,GSM,Porto4,Porto2,0
Navio998,26,16,175216,15,9,10,15,61,2022,CNTR,Porto4,Porto4,0
Navio999,29,11,129336,16,10,32,10,33,2019,CNTR,Porto1,Porto1,1
Navio1000,33,13,65779,16,13,20,8,34,2014,GSM,Porto4,Porto3,1
